,OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityStartDate,MonitoringLocationIdentifier,ProjectIdentifier,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodName,CharacteristicName,ResultMeasureValue,ResultMeasure/MeasureUnitCode,ResultStatusIdentifier,ResultValueTypeName,PrecisionValue,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,ProviderName,LeadValue,LeadValue_ug_l,MonitoringLocationName,MonitoringLocationTypeName,LatitudeMeasure,LongitudeMeasure,StateCode,CountyCode,Month,geometry
60,OKWRB-STREAMS_WQX,OWRB Streams Monitoring,OKWRB-STREAMS_WQX-4003696.01F,Sample-Other,Water,2018-01-03,OKWRB-STREAMS_WQX-NRS_18_OK_10031,FWProbAll,OWRB-Routine,Collecting Water Quality Samples,Lead,1.07,ug/l,Accepted,Actual,,200.8,USEPA,Metals in Waters by ICP/MS,,,,STORET,1.07,1.07,Canadian River,River/Stream,34.9709,-96.2229,40.0,63.0,1,POINT (-96.2229 34.9709)
61,MWRD_WQX,Metro Waste Water Reclamation District,MWRD_WQX-AE09661Sample-Routine,Sample-Routine,Water,2018-01-03,MWRD_WQX-BDC,STREAM,GRAB,Grab Sample  using water sampler,Lead,1.1,ug/l,Final,Actual,,200.8,USEPA,Metals in Waters by ICP/MS,Method Detection Level,0.2,ug/l,STORET,1.1,1.1,Big Dry Creek 50 yards upstream USGS Guage Station 067720990,River/Stream,40.069333,-104.83274300000001,8.0,123.0,1,POINT (-104.832743 40.069333)
62,UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-SLCO010318-4992141-0103-4-C,Sample-Routine,Water,2018-01-03,UTAHDWQ_WQX-4992141,306,DWQ-001,Water Grab Sampling,Lead,0.239,ug/l,Accepted,Actual,,200.8,USEPA,Metals in Waters by ICP/MS,Lower Reporting Limit,0.10,ug/l,STORET,0.239,0.239,Emigration Ck at Dog park below pond EM_05.17,River/Stream,40.749854928000005,-111.807802934,49.0,35.0,1,POINT (-111.807802934 40.749854928)
63,21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-20183026004-20180103_S-ROUTINE,Sample-Routine,Water,2018-01-03,21COL001_WQX-5986,SWMN,STREAM_1_WQX,WQCD Stream Sampling Procedure,Lead,0.08,ug/l,Final,Actual,,200.8(W),USEPA,200.8 W  ~ Metals in Waters by ICP/MS,Lower Reporting Limit,0.05,ug/l,STORET,0.08,0.08,MICHIGAN CREEK AT TETER SWA,River/Stream,39.377833,-105.84721699999999,8.0,93.0,1,POINT (-105.847217 39.377833)
64,UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-SLCO010318-4991930-0103-4-C,Sample-Routine,Water,2018-01-03,UTAHDWQ_WQX-4991930,306,DWQ-001,Water Grab Sampling,Lead,0.184,ug/l,Accepted,Actual,,200.8,USEPA,Metals in Waters by ICP/MS,Lower Reporting Limit,0.10,ug/l,STORET,0.184,0.184,CITY CK NEAR ENTRANCE GATE TO CANYON,River/Stream,40.791899226,-111.877853839,49.0,35.0,1,POINT (-111.877853839 40.791899226)
65,MWRD_WQX,Metro Waste Water Reclamation District,MWRD_WQX-AE09662Sample-Routine,Sample-Routine,Water,2018-01-03,MWRD_WQX-BDC-8,STREAM,GRAB,Grab Sample  using water sampler,Lead,1.2,ug/l,Final,Actual,,200.8,USEPA,Metals in Waters by ICP/MS,Method Detection Level,0.2,ug/l,STORET,1.2,1.2,Big Dry Creek at Road 8,River/Stream,40.0436111111,-104.8541666667,8.0,123.0,1,POINT (-104.8541666667 40.0436111111)
66,21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-20183029004-20180103_S-ROUTINE,Sample-Routine,Water,2018-01-03,21COL001_WQX-5957A,SWMN,STREAM_1_WQX,WQCD Stream Sampling Procedure,Lead,0.05,ug/l,Final,Actual,,200.8(W),USEPA,200.8 W  ~ Metals in Waters by ICP/MS,Lower Reporting Limit,0.05,ug/l,STORET,0.05,0.05,MIDDLE FORK SOUTH PLATTE RIVER ABOVE BUCKSKIN CREEK NEAR TOWN OF ALMA,River/Stream,39.284595,-106.060428,8.0,93.0,1,POINT (-106.060428 39.284595)
67,21SC60WQ_WQX,South Carolina Department of Health and Environmental Control,21SC60WQ_WQX-AE05646,Sample-Routine,Water,2018-01-04,21SC60WQ_WQX-S-319,SWS-2018,Sample-Routine,Sample-Routine,Lead,0.0053,mg/l,Final,Actual,,200.7,USEPA,Metals in Water by ICP-AES,Lower Reporting Limit,0.002,mg/l,STORET,0.0053,5.3,REEDY RVR AT RIVERS ST; DOWNTOWN GREENVILLE,River/Stream,34.8448999,-82.40167690000001,45.0,45.0,1,POINT (-82.40167690000001 34.8448999)
68,CORIVWCH_WQX,The Rivers of Colorado Water Watch Network (RiverWatch),CORIVWCH_WQX-341.099M,Sample-Routine,Water,2018-01-04,CORIVWCH_WQX-341,1,SM 1060B,SM 1060B,Lead,3,ug/l,Validated,Actual,,200.15,USEPA,Metals in Water by Nebulization and ICP-AES,Lower Reporting Limit,3,ug/l,STORET,3.0,3.0,La Plata - Abv Long Hollow Cr,River/Stream,37.05359582,-108.18223400000001,8.0,67.0,1,POINT (-108.182234 37.05359582)
69,CORIVWCH_WQX,The Rivers of Colorado Water Watch Network (RiverWatch),CORIVWCH_WQX-3500.036M,Sample-Routine,Water,2018-01-04,CORIVWCH_WQX-3500,1,SM 1060B,SM 1060B,Lead,3,ug/l,Validated,Actual,,200.15,USEPA,Metals in Water by Nebulization and ICP-AES,Lower Reporting Limit,3,ug/l,STORET,3.0,3.0,Hatchery - Durango Pumphouse,Seep,37.2816,-107.8738,8.0,67.0,1,POINT (-107.8738 37.2816)
70,CORIVWCH_WQX,The Rivers of Colorado Water Watch Network (RiverWatch),CORIVWCH_WQX-93.345M,Sample-Routine,Water,2018-01-04,CORIVWCH_WQX-93,1,SM 1060B,SM 1060B,Lead,3,ug/l,Validated,Actual,,200.15,USEPA,Metals in Water by Nebulization and ICP-AES,Lower Reporting Limit,3,ug/l,STORET,3.0,3.0,Animas - Weaselskin,River/Stream,37.15185256,-107.8847621,8.0,67.0,1,POINT (-107.8847621 37.15185256)
71,CORIVWCH_WQX,The Rivers of Colorado Water Watch Network (RiverWatch),CORIVWCH_WQX-3577.202M,Sample-Routine,Water,2018-01-04,CORIVWCH_WQX-3577,1,SM 1060B,SM 1060B,Lead,3,ug/l,Validated,Actual,,200.15,USEPA,Metals in Water by Nebulization and ICP-AES,Lower Reporting Limit,3,ug/l,STORET,3.0,3.0,Animas - 32nd St,River/Stream,37.3001,-107.8691,8.0,67.0,1,POINT (-107.8691 37.3001)
72,CORIVWCH_WQX,The Rivers of Colorado Water Watch Network (RiverWatch),CORIVWCH_WQX-91.318M,Sample-Routine,Water,2018-01-04,CORIVWCH_WQX-91,1,SM 1060B,SM 1060B,Lead,3,ug/l,Validated,Actual,,200.15,USEPA,Metals in Water by Nebulization and ICP-AES,Lower Reporting Limit,3,ug/l,STORET,3.0,3.0,Animas - ANIDURCO,River/Stream,37.2797,-107.8804,8.0,67.0,1,POINT (-107.8804 37.2797)
73,21SC60WQ_WQX,South Carolina Department of Health and Environmental Control,21SC60WQ_WQX-AE05656,Sample-Routine,Water,2018-01-04,21SC60WQ_WQX-SV-371,SWS-2018,Sample-Routine,Sample-Routine,Lead,0.0054,mg/l,Final,Actual,,200.7,USEPA,Metals in Water by ICP-AES,Lower Reporting Limit,0.002,mg/l,STORET,0.0054,5.4,HORN CK AT S-19-143,River/Stream,33.6514412,-82.0737226,45.0,37.0,1,POINT (-82.0737226 33.6514412)
74,CORIVWCH_WQX,The Rivers of Colorado Water Watch Network (RiverWatch),CORIVWCH_WQX-3579.165M,Sample-Routine,Water,2018-01-04,CORIVWCH_WQX-3579,1,SM 1060B,SM 1060B,Lead,9,ug/l,Validated,Actual,,200.15,USEPA,Metals in Water by Nebulization and ICP-AES,Lower Reporting Limit,3,ug/l,STORET,9.0,9.0,Animas - Above A72,River/Stream,37.7942,-107.66893999999999,8.0,111.0,1,POINT (-107.66894 37.7942)
75,CORIVWCH_WQX,The Rivers of Colorado Water Watch Network (RiverWatch),CORIVWCH_WQX-323.295M,Sample-Routine,Water,2018-01-04,CORIVWCH_WQX-323,1,SM 1060B,SM 1060B,Lead,14,ug/l,Validated,Actual,,200.15,USEPA,Metals in Water by Nebulization and ICP-AES,Lower Reporting Limit,3,ug/l,STORET,14.0,14.0,Cement Cr - Cement Cr,River/Stream,37.8159,-107.6618,8.0,111.0,1,POINT (-107.6618 37.8159)
76,21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-607139-MET-SW,Sample-Routine,Water,2018-01-04,21IOWA_WQX-10640002,AMBIENT,UHL001,Standard UHL Sampling Procedure - Grab Samples,Lead,0.05,ug/l,Final,Actual,,200.8(W),USEPA,200.8 W  ~ Metals in Waters by ICP/MS,Method Detection Level,0.05,ug/l,STORET,0.05,0.05,Iowa River Downstream of Marshalltown (DS1),River/Stream,42.050799,-92.846577,19.0,127.0,1,POINT (-92.846577 42.050799)
77,CORIVWCH_WQX,The Rivers of Colorado Water Watch Network (RiverWatch),CORIVWCH_WQX-604.026M,Sample-Routine,Water,2018-01-04,CORIVWCH_WQX-604,1,SM 1060B,SM 1060B,Lead,3,ug/l,Validated,Actual,,200.15,USEPA,Metals in Water by Nebulization and ICP-AES,Lower Reporting Limit,3,ug/l,STORET,3.0,3.0,Long Hollow Cr - Abv Long Hollow Res,River/Stream,37.066683000000005,-108.151898,8.0,67.0,1,POINT (-108.151898 37.066683)
78,CORIVWCH_WQX,The Rivers of Colorado Water Watch Network (RiverWatch),CORIVWCH_WQX-595.025M,Sample-Routine,Water,2018-01-04,CORIVWCH_WQX-595,1,SM 1060B,SM 1060B,Lead,4,ug/l,Validated,Actual,,200.15,USEPA,Metals in Water by Nebulization and ICP-AES,Lower Reporting Limit,3,ug/l,STORET,4.0,4.0,Government Draw - Abv Long Hollow Res,River/Stream,37.071942,-108.165594,8.0,67.0,1,POINT (-108.165594 37.071942)
79,21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-607125-MET-SW,Sample-Routine,Water,2018-01-04,21IOWA_WQX-10540001,AMBIENT,UHL001,Standard UHL Sampling Procedure - Grab Samples,Lead,0.07,ug/l,Final,Actual,,200.8(W),USEPA,200.8 W  ~ Metals in Waters by ICP/MS,Method Detection Level,0.05,ug/l,STORET,0.07,0.07,North Skunk River,River/Stream,41.283753000000004,-92.25739499999999,19.0,107.0,1,POINT (-92.25739499999999 41.283753)
80,21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-607124-MET-SW,Sample-Routine,Water,2018-01-04,21IOWA_WQX-10520001,AMBIENT,UHL001,Standard UHL Sampling Procedure - Grab Samples,Lead,0.11,ug/l,Final,Actual,,200.8(W),USEPA,200.8 W  ~ Metals in Waters by ICP/MS,Method Detection Level,0.05,ug/l,STORET,0.11,0.11,Old Mans Creek nr Iowa City,River/Stream,41.606526,-91.615628,19.0,103.0,1,POINT (-91.615628 41.606526)
81,21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-607138-MET-SW,Sample-Routine,Water,2018-01-04,21IOWA_WQX-10500001,AMBIENT,UHL001,Standard UHL Sampling Procedure - Grab Samples,Lead,0.05,ug/l,Final,Actual,,200.8(W),USEPA,200.8 W  ~ Metals in Waters by ICP/MS,Method Detection Level,0.05,ug/l,STORET,0.05,0.05,Indian Creek near Colfax,River/Stream,41.746157000000004,-93.22609399999999,19.0,99.0,1,POINT (-93.22609399999999 41.746157)
82,21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-607142-MET-SW,Sample-Routine,Water,2018-01-04,21IOWA_WQX-10850002,AMBIENT,UHL001,Standard UHL Sampling Procedure - Grab Samples,Lead,0.09,ug/l,Final,Actual,,200.8(W),USEPA,200.8 W  ~ Metals in Waters by ICP/MS,Method Detection Level,0.05,ug/l,STORET,0.09,0.09,South Skunk River near Cambridge (DS1),River/Stream,41.950379999999996,-93.551013,19.0,169.0,1,POINT (-93.551013 41.95038)
83,21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-607127-MET-SW,Sample-Routine,Water,2018-01-04,21IOWA_WQX-10890001,AMBIENT,UHL001,Standard UHL Sampling Procedure - Grab Samples,Lead,0.06,ug/l,Final,Actual,,200.8(W),USEPA,200.8 W  ~ Metals in Waters by ICP/MS,Method Detection Level,0.05,ug/l,STORET,0.06,0.06,Des Moines River near Keosauqua,River/Stream,40.728232,-91.960615,19.0,177.0,1,POINT (-91.960615 40.728232)
84,21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-607128-MET-SW,Sample-Routine,Water,2018-01-04,21IOWA_WQX-10440001,AMBIENT,UHL001,Standard UHL Sampling Procedure - Grab Samples,Lead,0.05,ug/l,Final,Actual,,200.8(W),USEPA,200.8 W  ~ Metals in Waters by ICP/MS,Method Detection Level,0.05,ug/l,STORET,0.05,0.05,Cedar Creek near Oakland Mills,River/Stream,40.925394,-91.673702,19.0,87.0,1,POINT (-91.67370200000001 40.925394)
85,21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-607129-MET-SW,Sample-Routine,Water,2018-01-04,21IOWA_WQX-10920001,AMBIENT,UHL001,Standard UHL Sampling Procedure - Grab Samples,Lead,0.05,ug/l,Final,Actual,,200.8(W),USEPA,200.8 W  ~ Metals in Waters by ICP/MS,Method Detection Level,0.05,ug/l,STORET,0.05,0.05,English River at Riverside,River/Stream,41.475535,-91.580352,19.0,183.0,1,POINT (-91.580352 41.475535)
86,UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-SLCO010318-4992135-0104-4-C,Sample-Routine,Water,2018-01-04,UTAHDWQ_WQX-4992135,306,DWQ-001,Water Grab Sampling,Lead,0.379,ug/l,Accepted,Actual,,200.8,USEPA,Metals in Waters by ICP/MS,Lower Reporting Limit,0.10,ug/l,STORET,0.379,0.379,EMIGRATION CK AT WESTMINSTER COLLEGE CAMPUS,River/Stream,40.730206752,-111.856615018,49.0,35.0,1,POINT (-111.856615018 40.730206752)
87,21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-607126-MET-SW,Sample-Routine,Water,2018-01-04,21IOWA_WQX-10620001,AMBIENT,UHL001,Standard UHL Sampling Procedure - Grab Samples,Lead,0.08,ug/l,Final,Actual,,200.8(W),USEPA,200.8 W  ~ Metals in Waters by ICP/MS,Method Detection Level,0.05,ug/l,STORET,0.08,0.08,South Skunk River near Oskaloosa,River/Stream,41.355257,-92.657145,19.0,123.0,1,POINT (-92.657145 41.355257)
88,USGS-ND,USGS North Dakota Water Science Center,nwisnd.01.01800171,Sample-Routine,Water,2018-01-04,USGS-05114000,,40,Multiple verticals,Lead,0.09,ug/l,Accepted,Actual,,PLM78,USGS,"Metals, wu, 2% corr, ICP-MS",,,,NWIS,0.09,0.09,"SOURIS RIVER NR SHERWOOD, ND",Stream,48.9900156,-101.9582209,38.0,75.0,1,POINT (-101.9582209 48.9900156)
89,CORIVWCH_WQX,The Rivers of Colorado Water Watch Network (RiverWatch),CORIVWCH_WQX-85.101M,Sample-Routine,Water,2018-01-04,CORIVWCH_WQX-85,1,SM 1060B,SM 1060B,Lead,4,ug/l,Validated,Actual,,200.15,USEPA,Metals in Water by Nebulization and ICP-AES,Lower Reporting Limit,3,ug/l,STORET,4.0,4.0,Long Hollow Cr - Abv Conf La Plata,River/Stream,37.05330036,-108.18182820000001,8.0,67.0,1,POINT (-108.1818282 37.05330036)
90,CORIVWCH_WQX,The Rivers of Colorado Water Watch Network (RiverWatch),CORIVWCH_WQX-88.333M,Sample-Routine,Water,2018-01-04,CORIVWCH_WQX-88,1,SM 1060B,SM 1060B,Lead,5,ug/l,Validated,Actual,,200.15,USEPA,Metals in Water by Nebulization and ICP-AES,Lower Reporting Limit,3,ug/l,STORET,5.0,5.0,Animas - Baker's Br,River/Stream,37.4581,-107.8001,8.0,67.0,1,POINT (-107.8001 37.4581)
91,CORIVWCH_WQX,The Rivers of Colorado Water Watch Network (RiverWatch),CORIVWCH_WQX-3611.151M,Sample-Routine,Water,2018-01-04,CORIVWCH_WQX-3611,1,SM 1060B,SM 1060B,Lead,9,ug/l,Validated,Actual,,200.15,USEPA,Metals in Water by Nebulization and ICP-AES,Lower Reporting Limit,3,ug/l,STORET,9.0,9.0,Animas - A72,River/Stream,37.78993,-107.66756000000001,8.0,111.0,1,POINT (-107.66756 37.78993)
92,CORIVWCH_WQX,The Rivers of Colorado Water Watch Network (RiverWatch),CORIVWCH_WQX-902.180M,Sample-Routine,Water,2018-01-04,CORIVWCH_WQX-902,1,SM 1060B,SM 1060B,Lead,3,ug/l,Validated,Actual,,200.15,USEPA,Metals in Water by Nebulization and ICP-AES,Lower Reporting Limit,3,ug/l,STORET,3.0,3.0,La Plata - Hwy 140,River/Stream,37.0511,-108.1822,8.0,67.0,1,POINT (-108.1822 37.0511)
93,CORIVWCH_WQX,The Rivers of Colorado Water Watch Network (RiverWatch),CORIVWCH_WQX-103.358M,Sample-Routine,Water,2018-01-04,CORIVWCH_WQX-103,1,SM 1060B,SM 1060B,Lead,4,ug/l,Validated,Actual,,200.15,USEPA,Metals in Water by Nebulization and ICP-AES,Lower Reporting Limit,3,ug/l,STORET,4.0,4.0,Animas - 13th St Br,River/Stream,37.811,-107.6589,8.0,111.0,1,POINT (-107.6589 37.811)
94,UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-SLCO010318-4994422-0104-4-C,Quality Control Sample-Field Replicate,Water,2018-01-04,UTAHDWQ_WQX-4994422,306,DWQ-001,Water Grab Sampling,Lead,0.562,ug/l,Accepted,Actual,,200.8,USEPA,Metals in Waters by ICP/MS,Lower Reporting Limit,0.10,ug/l,STORET,0.562,0.562,Butterfield/Midas Ck ab Jordan River Replicate of 4994420,River/Stream,40.54847322,-111.91674590000001,49.0,35.0,1,POINT (-111.9167459 40.54847322)
95,CORIVWCH_WQX,The Rivers of Colorado Water Watch Network (RiverWatch),CORIVWCH_WQX-104.358M,Sample-Routine,Water,2018-01-04,CORIVWCH_WQX-104,1,SM 1060B,SM 1060B,Lead,6,ug/l,Validated,Actual,,200.15,USEPA,Metals in Water by Nebulization and ICP-AES,Lower Reporting Limit,3,ug/l,STORET,6.0,6.0,Mineral Cr - Abv Conf Animas,River/Stream,37.80291584,-107.67276890000001,8.0,111.0,1,POINT (-107.6727689 37.80291584)
98,UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-SLCO010318-4994190-0104-4-C,Sample-Routine,Water,2018-01-04,UTAHDWQ_WQX-4994190,306,DWQ-001,Water Grab Sampling,Lead,2.14,ug/l,Accepted,Actual,,200.8,USEPA,Metals in Waters by ICP/MS,Lower Reporting Limit,0.10,ug/l,STORET,2.14,2.14,BINGHAM CK AT 1300 WEST,River/Stream,40.604667591,-111.92715831299999,49.0,35.0,1,POINT (-111.927158313 40.604667591)
99,UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-SLCO010318-4994420-0104-4-C,Sample-Routine,Water,2018-01-04,UTAHDWQ_WQX-4994420,306,DWQ-001,Water Grab Sampling,Lead,0.498,ug/l,Accepted,Actual,,200.8,USEPA,Metals in Waters by ICP/MS,Lower Reporting Limit,0.10,ug/l,STORET,0.498,0.498,Butterfield/Midas Ck ab Jordan River,River/Stream,40.54847322,-111.91674593799999,49.0,35.0,1,POINT (-111.916745938 40.54847322)
103,CORIVWCH_WQX,The Rivers of Colorado Water Watch Network (RiverWatch),CORIVWCH_WQX-3580.159M,Sample-Routine,Water,2018-01-05,CORIVWCH_WQX-3580,1,SM 1060B,SM 1060B,Lead,67,ug/l,Validated,Actual,,200.15,USEPA,Metals in Water by Nebulization and ICP-AES,Lower Reporting Limit,3,ug/l,STORET,67.0,67.0,Red Mtn Cr - Idarado Compliance,River/Stream,37.9382,-107.6729,8.0,91.0,1,POINT (-107.6729 37.9382)
104,CORIVWCH_WQX,The Rivers of Colorado Water Watch Network (RiverWatch),CORIVWCH_WQX-3586.208M,Sample-Routine,Water,2018-01-05,CORIVWCH_WQX-3586,1,SM 1060B,SM 1060B,Lead,8,ug/l,Validated,Actual,,200.15,USEPA,Metals in Water by Nebulization and ICP-AES,Lower Reporting Limit,3,ug/l,STORET,8.0,8.0,Uncompahgre - USGS Gauge,River/Stream,38.0359,-107.6789,8.0,91.0,1,POINT (-107.6789 38.0359)
105,CORIVWCH_WQX,The Rivers of Colorado Water Watch Network (RiverWatch),CORIVWCH_WQX-3188.061M,Sample-Routine,Water,2018-01-05,CORIVWCH_WQX-3188,1,SM 1060B,SM 1060B,Lead,24,ug/l,Validated,Actual,,200.15,USEPA,Metals in Water by Nebulization and ICP-AES,Lower Reporting Limit,3,ug/l,STORET,24.0,24.0,Red Mtn Cr - Abv Uncompahgre Conf on Red Mtn Cr,River/Stream,37.9677,-107.6604,8.0,91.0,1,POINT (-107.6604 37.9677)
106,USGS-ND,USGS North Dakota Water Science Center,nwisnd.01.01800169,Sample-Routine,Water,2018-01-05,USGS-05117500,,40,Multiple verticals,Lead,0.09,ug/l,Accepted,Actual,,PLM78,USGS,"Metals, wu, 2% corr, ICP-MS",,,,NWIS,0.09,0.09,"SOURIS RIVER ABOVE MINOT, ND",Stream,48.2458428,-101.3712745,38.0,101.0,1,POINT (-101.3712745 48.2458428)
107,CORIVWCH_WQX,The Rivers of Colorado Water Watch Network (RiverWatch),CORIVWCH_WQX-4134.131M,Sample-Routine,Water,2018-01-05,CORIVWCH_WQX-4134,1,SM 1060B,SM 1060B,Lead,4,ug/l,Validated,Actual,,200.15,USEPA,Metals in Water by Nebulization and ICP-AES,Lower Reporting Limit,3,ug/l,STORET,4.0,4.0,Canyon Cr - Campbird Rd (FS 853),River/Stream,38.0022,-107.694,8.0,91.0,1,POINT (-107.694 38.0022)
108,CORIVWCH_WQX,The Rivers of Colorado Water Watch Network (RiverWatch),CORIVWCH_WQX-4135.090M,Sample-Routine,Water,2018-01-05,CORIVWCH_WQX-4135,1,SM 1060B,SM 1060B,Lead,18,ug/l,Validated,Actual,,200.15,USEPA,Metals in Water by Nebulization and ICP-AES,Lower Reporting Limit,3,ug/l,STORET,18.0,18.0,Uncompahgre - Abv Hydro Dam,River/Stream,38.0103,-107.6652,8.0,91.0,1,POINT (-107.6652 38.0103)
109,21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-608178-MET-SW,Sample-Routine,Water,2018-01-08,21IOWA_WQX-10070001,AMBIENT,UHL001,Standard UHL Sampling Procedure - Grab Samples,Lead,0.06,ug/l,Final,Actual,,200.8(W),USEPA,200.8 W  ~ Metals in Waters by ICP/MS,Method Detection Level,0.05,ug/l,STORET,0.06,0.06,Beaver Creek near Cedar Falls,River/Stream,42.573170000000005,-92.506701,19.0,13.0,1,POINT (-92.50670100000001 42.57317)
110,21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-608173-MET-SW,Sample-Routine,Water,2018-01-08,21IOWA_WQX-10100001,AMBIENT,UHL001,Standard UHL Sampling Procedure - Grab Samples,Lead,0.05,ug/l,Final,Actual,,200.8(W),USEPA,200.8 W  ~ Metals in Waters by ICP/MS,Method Detection Level,0.05,ug/l,STORET,0.05,0.05,Wapsipinicon River near Independence (US1),River/Stream,42.512157,-91.974035,19.0,19.0,1,POINT (-91.974035 42.512157)
111,CEDEN,California State Water Resources Control Board,CEDEN--2145124949,Sample-Routine,Water,2018-01-08,CEDEN-7-407,DOT_NPDES_MON_2017-2018,Water_Grab,Water_Grab,Lead,0.032,ug/l,Final,Actual,,12,CEDEN,EPA 1640,,,,STORET,0.032,0.032,MUG010RW,Ocean,34.0707,-119.015,6.0,111.0,1,POINT (-119.015 34.0707)
116,CEDEN,California State Water Resources Control Board,CEDEN--2145379568,Sample-Routine,Water,2018-01-08,CEDEN-SD_DW0036-D,MS4_DW_OFSM,Water_Grab,Water_Grab,Lead,0.1,ug/l,Final,Actual,,118,CEDEN,EPA 200.8,,,,STORET,0.1,0.1,San Diego_DW0036-D_Los Penasquitos,Other-Surface Water,32.9459,-117.212,6.0,73.0,1,POINT (-117.212 32.9459)
119,21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-20182029004-20180108_S-ROUTINE,Sample-Routine,Water,2018-01-08,21COL001_WQX-5775,SWMN,STREAM_1_WQX,WQCD Stream Sampling Procedure,Lead,0.025,ug/l,Final,Actual,,200.8(W),USEPA,200.8 W  ~ Metals in Waters by ICP/MS,Lower Reporting Limit,0.05,ug/l,STORET,0.025,0.025,COOK CREEK @ RD. 74,River/Stream,39.1815,-104.896833,8.0,35.0,1,POINT (-104.896833 39.1815)
121,1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-18-A7,Sample-Routine,Water,2018-01-08,1119USBR_WQX-EMM013,WQDATA,GRAB,Grab,Lead,13.06,ug/l,Final,Actual,,200.12,USEPA,Elements in Water by Temperature GFAA,Method Detection Level,2.0,ug/l,STORET,13.06,13.06,Payette River above confluence of SnakeRiver,River/Stream,44.071388899999995,-116.9325,16.0,75.0,1,POINT (-116.9325 44.0713889)
122,1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-18-A8,Sample-Routine,Water,2018-01-08,1119USBR_WQX-EMM015,WQDATA,GRAB,Grab,Lead,12.02,ug/l,Final,Actual,,200.12,USEPA,Elements in Water by Temperature GFAA,Method Detection Level,2.0,ug/l,STORET,12.02,12.02,PAYETTE RIVER AT BRIDGE .5M BELOW BLACK CAN. DAM,River/Stream,43.9231167,-116.44274720000001,16.0,45.0,1,POINT (-116.4427472 43.9231167)
123,1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-18-A9,Sample-Routine,Water,2018-01-08,1119USBR_WQX-EMM025,WQDATA,GRAB,Grab,Lead,13.69,ug/l,Final,Actual,,200.12,USEPA,Elements in Water by Temperature GFAA,Method Detection Level,2.0,ug/l,STORET,13.69,13.69,PAYETTE R AT LETHA BRIDGE,River/Stream,43.89635560000001,-116.6267361,16.0,45.0,1,POINT (-116.6267361 43.89635560000001)
124,USGS-CT,USGS Connecticut Water Science Center,nwisma.01.01800248,Sample-Routine,Water,2018-01-08,USGS-01119375,,30,Single vertical,Lead,0.170,ug/l,Accepted,Actual,,PLM43,USGS,"Metals, wf, ICP-MS",,,,NWIS,0.17,0.17,"WILLIMANTIC R AT MERROW, CT",Stream,41.83537570000001,-72.3100804,9.0,13.0,1,POINT (-72.3100804 41.83537570000001)
125,21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-609461-MET-SW,Sample-Routine,Water,2018-01-08,21IOWA_WQX-10730002,AMBIENT,UHL001,Standard UHL Sampling Procedure - Grab Samples,Lead,0.08,ug/l,Final,Actual,,200.8(W),USEPA,200.8 W  ~ Metals in Waters by ICP/MS,Method Detection Level,0.05,ug/l,STORET,0.08,0.08,East Nodaway River near Clarinda,River/Stream,40.727435,-94.97975,19.0,145.0,1,POINT (-94.97975 40.727435)
